Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,ERP_Code,Note,Tags,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,arborite,S405 Black,#191919,0.21342250711191385,0,0,https://www.google.com/search?tbm=isch&q=arborite%20S405%20Black%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,S406 White,#F3F3F3,0.9641535001508272,0,0,https://www.google.com/search?tbm=isch&q=arborite%20S406%20White%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Saguenay,#D3D3D3,0.8668630753134526,0,0,https://www.arborite.com/catalog/product/view/id/4208/s/saguenay-fcc33def64595d6dd049e11dfdb495b4/category/222/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Sand,#C2B280,0.7650061356297883,0.06910896441059818,92.42962654669384,https://www.arborite.com/catalog/product/view/id/4195/s/sand-3f87074a85c5959e25a7e5ae88ea1217/category/222/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,S575 Ultra White,#FFFFFF,1,0,0,https://www.arborite.com/standard-collection/solids/ultra-white-s575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,S578 Portobello,#8B8178,0.6094648438281659,0.018090191313049446,64.50300781413875,https://www.arborite.com/standard-collection/solids/portobello-s578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,S579 Suede,#A08C73,0.6514037360510511,0.043000941052718594,73.13662569639877,https://www.arborite.com/standard-collection/solids/suede-s579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,S582 Tangelo,#F94D00,0.6577493965674382,0.2180191402443941,37.43469268351839,https://www.arborite.com/standard-collection/solids/tangelo-s582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,S576 Galena,#808080,0.5998708056221469,0,0,https://www.arborite.com/standard-collection/solids/galena-s576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,S577 Graphite,#383838,0.3406970568972224,0,0,https://www.arborite.com/standard-collection/solids/graphite-s577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,S584 Amaranth,#E52B50,0.6019702384380313,0.21733906609684514,16.841549547204238,https://www.arborite.com/standard-collection/solids/amaranth-s584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,S583 Fern,#4F7942,0.5308536354634225,0.09455266710577998,138.59417883373283,https://www.arborite.com/standard-collection/solids/fern-s583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,S581 Jasper,#D73B3E,0.5871336098254216,0.19277446712184224,24.482582614223702,https://www.arborite.com/standard-collection/solids/jasper-s581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,S580 Garnet,#733635,0.4131480922773038,0.08636968463859405,22.500046846319492,https://www.arborite.com/standard-collection/solids/garnet-s580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Midnight Blue,#191970,0.28811886834862666,0.14362592455722795,272.76465279489,https://www.arborite.com/catalog/product/view/id/4212/s/midnight-blue-3115b29a644f6a6ffaf7fba0dcd38d84/category/222/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Elegant White,#F5F5F5,0.9701507725365188,0,0,https://www.arborite.com/catalog/product/view/id/4211/s/elegant-white-043c70db06c00672e2c538c48f7a580b/category/222/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Custom Grey,#808080,0.5998708056221469,0,0,https://www.arborite.com/catalog/product/view/id/4210/s/custom-grey-64a1bed49b2f91014b5714be2698be55/category/222/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Limousine Grey,#555555,0.4495331968941366,0,0,https://www.arborite.com/catalog/product/view/id/4209/s/limousine-grey-47dcef5bcf080039f2280c7cf5c585c9/category/222/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Denim Blue,#1560BD,0.5001137636216536,0.1622747102123075,256.9185473328836,https://www.arborite.com/catalog/product/view/id/4207/s/denim-blue-17577d674710168b26476cc3b6e046f9/category/222/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Cordova Brown,#6B4423,0.42440860142764375,0.07165439663016046,59.271686154250574,https://www.arborite.com/catalog/product/view/id/4206/s/cordova-brown-7c04ae6cfc219689df96749d3d14878c/category/222/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Fire Red,#CE2029,0.5482021907547255,0.2058117667962909,25.523687302917438,https://www.arborite.com/catalog/product/view/id/4205/s/fire-red-14abc17d7a82687d340fe9c81c1dcf3a/category/222/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Ultramarine,#120A8F,0.3072986408871644,0.1943973963055707,268.46153194501585,https://www.arborite.com/catalog/product/view/id/4204/s/ultramarine-2-5c576494ad728cee9e13430974afccc6/category/222/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Beige,#F5F5DC,0.9635735980590122,0.03278421810194152,106.99937193753823,https://www.arborite.com/catalog/product/view/id/4203/s/beige-1531-f456c1236712ef815e864ffde8ea3f28/category/222/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,arborite,Arborite Inukshuk Carbon P346,#454545,0.39138971774708975,0.0011769903974248913,122.25924351157221,https://www.arborite.com/inukshuk-carbon-8b9fc80b722fdadb2dc40c707bb77c06,https://images.wilsonart.com/media/catalog/product/cache/206845fc4dee3a159cd9ed4f83c4d3e9/p/-/p-346_inukshuk_carbon.jpg,Laminates,D50,2,,2026-04-15T18:30:27.943Z,Nix Spectro L,5.00000000e-2,5.00000000e-2,5.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,6.00000000e-2,7.00000000e-2,"[0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07]"
DB,arborite,Arborite Inukshuk Grey P344,#928b82,0.6399351928211201,0.015184830402750229,75.14281744496884,https://www.arborite.com/inukshuk-grey-e6fd0e0149035b34319a28478b357c83,https://images.wilsonart.com/media/catalog/product/cache/206845fc4dee3a159cd9ed4f83c4d3e9/p/-/p-344_inukshuk_grey.jpg,Laminates,D50,2,,2026-04-15T18:34:18.229Z,Nix Spectro L,1.70000000e-1,2.00000000e-1,2.10000000e-1,2.20000000e-1,2.30000000e-1,2.30000000e-1,2.30000000e-1,2.30000000e-1,2.40000000e-1,2.40000000e-1,2.40000000e-1,2.50000000e-1,2.50000000e-1,2.50000000e-1,2.60000000e-1,2.60000000e-1,2.60000000e-1,2.70000000e-1,2.70000000e-1,2.70000000e-1,2.80000000e-1,2.80000000e-1,2.80000000e-1,2.80000000e-1,2.80000000e-1,2.80000000e-1,2.80000000e-1,2.80000000e-1,2.80000000e-1,2.80000000e-1,2.80000000e-1,"[0.17,0.2,0.21,0.22,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.25,0.25,0.25,0.26,0.26,0.26,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28]"
